,token_id,type,height,segments,spectrum,color_spread,steps_between,color_direction
8054,8054,Slinky,3,12,Normal,49,50,Reverse
8055,8055,Normal,3,12,Normal,6,200,Forward
8056,8056,Normal,3,13,Normal,6,200,Forward
8057,8057,Slinky,3,18,Normal,26,50,Reverse
8058,8058,Fuzzy,3,15,Normal,17,1000,Forward
8059,8059,Normal,3,20,Normal,23,200,Reverse
8060,8060,Normal,3,18,Normal,24,200,Reverse
8061,8061,Ribbed,3,15,Normal,21,200,Forward
8062,8062,Ribbed,3,16,Normal,33,200,Forward
8063,8063,Normal,3,16,Normal,48,200,Reverse
8064,8064,Fuzzy,3,12,HyperRainbow,0.5,1000,Forward
8065,8065,Normal,3,19,Normal,29,200,Reverse
8066,8066,Fuzzy,3,16,Normal,22,1000,Reverse
8067,8067,Slinky,3,16,Normal,21,50,Reverse
8068,8068,Slinky,3,15,Normal,44,50,Reverse
8069,8069,Normal,3,18,Normal,49,200,Forward
8070,8070,Normal,3,12,Normal,23,200,Reverse
8071,8071,Normal,3,19,Normal,28,200,Reverse
8072,8072,Normal,3,19,Normal,36,200,Forward
8073,8073,Normal,3,14,Normal,33,200,Reverse
8074,8074,Normal,3,15,Normal,43,200,Reverse
8075,8075,Normal,3,13,Normal,6,200,Reverse
8076,8076,Ribbed,3,13,Normal,21,200,Reverse
8077,8077,Normal,3,19,Normal,32,200,Forward
8078,8078,Normal,3,15,Normal,9,200,Forward
8079,8079,Normal,3,16,Normal,39,200,Reverse
8080,8080,Normal,3,16,Normal,45,200,Reverse
8081,8081,Normal,3,15,Normal,6,200,Reverse
8082,8082,Pipe,3,12,Normal,38,50,Forward
8083,8083,Normal,3,15,Normal,7,200,Reverse
8084,8084,Ribbed,3,15,Normal,18,200,Reverse
8085,8085,Bold,3,17,Normal,39,200,Forward
8086,8086,Normal,3,16,Normal,28,200,Forward
8087,8087,Normal,3,13,Normal,30,200,Forward
8088,8088,Normal,3,14,Normal,21,200,Reverse
8089,8089,Slinky,3,17,Normal,18,50,Reverse
8090,8090,Normal,3,15,Normal,35,200,Reverse
8091,8091,Slinky,3,18,Normal,13,50,Reverse
8092,8092,Normal,3,16,Normal,17,200,Reverse
8093,8093,Normal,3,16,Normal,16,200,Forward
8094,8094,Normal,3,13,Normal,33,200,Forward
8095,8095,Normal,3,17,Normal,45,200,Reverse
8096,8096,Normal,3,16,Normal,14,200,Forward
8097,8097,Normal,3,12,Normal,13,200,Reverse
8098,8098,Normal,3,14,Normal,42,200,Forward
8099,8099,Normal,3,18,Normal,13,200,Reverse
8100,8100,Normal,3,19,Normal,14,200,Forward
8101,8101,Ribbed,3,13,Normal,47,200,Reverse
8102,8102,Normal,3,12,Normal,20,200,Forward
8103,8103,Bold,3,19,Normal,23,200,Forward
8104,8104,Normal,3,17,Normal,40,200,Reverse
8105,8105,Normal,3,15,Normal,36,200,Reverse
8106,8106,Fuzzy,3,17,Normal,36,1000,Forward
8107,8107,Ribbed,3,16,Normal,32,200,Forward
8108,8108,Ribbed,3,17,Normal,11,200,Reverse
8109,8109,Normal,3,14,Normal,19,200,Forward
8110,8110,Normal,3,18,HyperRainbow,0.5,200,Reverse
8111,8111,Fuzzy,3,18,Normal,41,1000,Reverse
8112,8112,Slinky,3,12,Normal,13,50,Reverse
8113,8113,Normal,3,13,Normal,27,200,Forward
8114,8114,Ribbed,3,19,Normal,21,200,Forward
8115,8115,Slinky,3,18,Normal,48,50,Reverse
8116,8116,Normal,3,19,Normal,21,200,Reverse
8117,8117,Normal,3,15,Normal,23,200,Reverse
8118,8118,Normal,3,14,Normal,7,200,Reverse
8119,8119,Pipe,3,13,Normal,14,50,Forward
8120,8120,Normal,3,14,Normal,25,200,Forward
8121,8121,Normal,3,17,Normal,22,200,Reverse
8122,8122,Bold,3,15,Normal,16,200,Forward
8123,8123,Normal,3,19,Normal,19,200,Reverse
8124,8124,Normal,3,13,Normal,43,200,Forward
8125,8125,Normal,3,14,Normal,34,200,Reverse
8126,8126,Normal,3,18,Normal,35,200,Reverse
8127,8127,Ribbed,3,17,Normal,45,200,Forward
8128,8128,Normal,3,13,Normal,35,200,Reverse
8129,8129,Slinky,3,12,Normal,31,50,Reverse
8130,8130,Normal,3,12,Normal,34,200,Forward
8131,8131,Normal,3,13,Normal,10,200,Forward
8132,8132,Normal,3,15,Normal,6,200,Forward
8133,8133,Normal,3,18,Normal,8,200,Forward
8134,8134,Normal,3,16,Normal,40,200,Forward
8135,8135,Normal,3,16,Normal,17,200,Forward
8136,8136,Fuzzy,3,14,Normal,30,1000,Forward
8137,8137,Fuzzy,3,19,Normal,7,1000,Reverse
8138,8138,Slinky,3,19,Normal,40,50,Reverse
8139,8139,Normal,3,17,Normal,8,200,Forward
8140,8140,Normal,3,17,Normal,41,200,Forward
8141,8141,Normal,3,18,Normal,30,200,Forward
8142,8142,Normal,3,19,Normal,18,200,Reverse
8143,8143,Normal,3,17,Normal,48,200,Forward
8144,8144,Fuzzy,3,15,Normal,10,1000,Forward
8145,8145,Normal,3,15,Normal,16,200,Forward
8146,8146,Fuzzy,3,16,HyperRainbow,0.5,1000,Forward
8147,8147,Slinky,3,19,Normal,26,50,Forward
8148,8148,Ribbed,3,14,Normal,26,200,Forward
8149,8149,Slinky,3,17,Normal,17,50,Reverse
8150,8150,Normal,3,18,Normal,8,200,Forward
8151,8151,Normal,3,13,Normal,13,200,Forward
8152,8152,Normal,3,14,Normal,30,200,Forward
8153,8153,Pipe,3,15,Normal,12,50,Reverse
8154,8154,Normal,3,12,Normal,9,200,Reverse
8155,8155,Slinky,3,14,Normal,21,50,Forward
8156,8156,Fuzzy,3,19,Normal,35,1000,Forward
8157,8157,Fuzzy,3,19,Normal,45,1000,Reverse
8158,8158,Normal,3,18,Normal,47,200,Forward
8159,8159,Normal,3,13,Normal,28,200,Reverse
8160,8160,Normal,3,17,Normal,37,200,Reverse
8161,8161,Normal,3,13,Normal,38,200,Forward
8162,8162,Ribbed,3,17,Normal,42,200,Reverse
8163,8163,Normal,3,15,Normal,19,200,Reverse
8164,8164,Normal,3,15,Normal,49,200,Reverse
8165,8165,Normal,3,19,Normal,24,200,Reverse
8166,8166,Ribbed,3,12,Normal,7,200,Forward
8167,8167,Normal,3,14,Normal,32,200,Forward
8168,8168,Normal,3,14,Normal,26,200,Reverse
8169,8169,Pipe,3,18,Normal,36,50,Reverse
8170,8170,Slinky,3,19,Normal,18,50,Forward
8171,8171,Normal,3,18,Normal,29,200,Reverse
8172,8172,Normal,3,14,Normal,44,200,Reverse
8173,8173,Slinky,3,14,Normal,26,50,Forward
8174,8174,Normal,3,12,Normal,9,200,Forward
8175,8175,Slinky,3,17,Normal,37,50,Reverse
8176,8176,Normal,3,14,Normal,27,200,Reverse
8177,8177,Bold,3,19,Normal,40,200,Reverse
8178,8178,Normal,3,16,Normal,14,200,Forward
8179,8179,Fuzzy,3,19,Normal,46,1000,Reverse
8180,8180,Normal,3,16,Normal,5,200,Forward
8181,8181,Normal,3,16,Normal,14,200,Forward
8182,8182,Normal,3,12,Normal,48,200,Reverse
8183,8183,Normal,3,14,Normal,9,200,Reverse
8184,8184,Pipe,3,12,Normal,11,50,Forward
8185,8185,Fuzzy,3,17,Normal,24,1000,Reverse
8186,8186,Normal,3,14,Normal,23,200,Reverse
8187,8187,Normal,3,19,Normal,9,200,Forward
8188,8188,Ribbed,3,12,Normal,26,200,Reverse
8189,8189,Normal,3,18,Normal,29,200,Reverse
8190,8190,Slinky,3,12,Normal,46,50,Forward
8191,8191,Normal,3,17,Normal,6,200,Reverse
8192,8192,Normal,3,19,Normal,33,200,Reverse
8193,8193,Normal,3,16,Normal,33,200,Reverse
8194,8194,Slinky,3,18,Normal,44,50,Reverse
8195,8195,Bold,3,16,Normal,22,200,Reverse
8196,8196,Normal,3,15,Normal,24,200,Forward
8197,8197,Normal,3,18,Normal,34,200,Reverse
8198,8198,Ribbed,3,12,Normal,35,200,Reverse
8199,8199,Normal,3,12,Normal,38,200,Reverse
8200,8200,Bold,3,15,Normal,32,200,Forward
8201,8201,Ribbed,3,13,Normal,19,200,Reverse
8202,8202,Normal,3,17,Normal,30,200,Reverse
8203,8203,Normal,3,18,Normal,41,200,Reverse
8204,8204,Normal,3,16,Normal,13,200,Forward
8205,8205,Normal,3,19,Normal,34,200,Forward
8206,8206,Ribbed,3,17,Normal,35,200,Forward
8207,8207,Normal,3,13,Normal,6,200,Reverse
8208,8208,Normal,3,16,Normal,44,200,Reverse
8209,8209,Normal,3,18,Normal,25,200,Forward
8210,8210,Bold,3,14,Normal,44,200,Forward
8211,8211,Normal,3,16,Normal,11,200,Forward
8212,8212,Normal,3,16,Normal,47,200,Reverse
8213,8213,Normal,3,14,Normal,46,200,Forward
8214,8214,Slinky,3,16,Normal,27,50,Forward
8215,8215,Normal,3,16,Normal,32,200,Reverse
8216,8216,Bold,3,19,Normal,25,200,Reverse
8217,8217,Normal,3,16,Normal,34,200,Forward
8218,8218,Normal,3,13,Normal,40,200,Forward
8219,8219,Normal,3,12,Normal,47,200,Forward
8220,8220,Normal,3,17,Normal,29,200,Forward
8221,8221,Normal,3,18,Normal,29,200,Forward
8222,8222,Normal,3,13,Normal,26,200,Reverse
8223,8223,Normal,3,12,Normal,12,200,Reverse
8224,8224,Bold,3,18,Normal,37,200,Forward
8225,8225,Fuzzy,3,14,Normal,47,1000,Forward
8226,8226,Normal,3,13,Normal,25,200,Reverse
8227,8227,Normal,3,18,Normal,38,200,Reverse
8228,8228,Fuzzy,3,15,Normal,29,1000,Forward
8229,8229,Normal,3,18,Normal,48,200,Reverse
8230,8230,Normal,3,19,Normal,26,200,Reverse
8231,8231,Normal,3,12,Normal,6,200,Reverse
8232,8232,Normal,3,18,Normal,31,200,Forward
8233,8233,Normal,3,17,Normal,38,200,Reverse
8234,8234,Normal,3,17,Normal,26,200,Reverse
8235,8235,Normal,3,17,Normal,23,200,Forward
8236,8236,Pipe,3,13,Normal,49,50,Reverse
8237,8237,Normal,3,15,Normal,44,200,Reverse
8238,8238,Normal,3,18,Normal,33,200,Forward
8239,8239,Normal,3,17,Normal,27,200,Forward
8240,8240,Normal,3,14,Normal,14,200,Reverse
8241,8241,Slinky,3,12,Normal,43,50,Reverse
8242,8242,Normal,3,15,Normal,37,200,Forward
8243,8243,Fuzzy,3,15,Normal,49,1000,Reverse
8244,8244,Pipe,3,12,Normal,25,50,Forward
8245,8245,Normal,3,12,Normal,20,200,Reverse
8246,8246,Normal,3,15,Normal,42,200,Forward
8247,8247,Bold,3,13,Normal,9,200,Reverse
8248,8248,Normal,3,13,Normal,6,200,Reverse
8249,8249,Normal,3,19,Normal,40,200,Forward
8250,8250,Bold,3,16,Normal,5,200,Forward
8251,8251,Slinky,3,15,Normal,43,50,Forward
8252,8252,Slinky,3,13,Normal,28,50,Forward
8253,8253,Bold,3,15,Normal,41,200,Forward
8254,8254,Slinky,3,19,Normal,25,50,Reverse
8255,8255,Normal,3,14,Normal,29,200,Reverse
8256,8256,Slinky,3,13,Normal,45,50,Forward
8257,8257,Normal,3,17,Normal,39,200,Forward
8258,8258,Normal,3,19,Normal,27,200,Reverse
8259,8259,Normal,3,13,Normal,44,200,Forward
8260,8260,Normal,3,15,Normal,33,200,Reverse
8261,8261,Normal,3,14,Normal,24,200,Forward
8262,8262,Normal,3,13,Normal,8,200,Reverse
8263,8263,Normal,3,14,Normal,17,200,Forward
8264,8264,Fuzzy,3,12,Normal,7,1000,Reverse
8265,8265,Normal,3,16,Normal,46,200,Reverse
8266,8266,Normal,3,13,Normal,9,200,Reverse
8267,8267,Normal,3,19,Normal,26,200,Reverse
8268,8268,Normal,3,15,Normal,45,200,Forward
8269,8269,Slinky,3,13,Normal,41,50,Forward
8270,8270,Slinky,3,14,Normal,34,50,Forward
8271,8271,Ribbed,3,13,Normal,34,200,Forward
8272,8272,Normal,3,15,Normal,22,200,Forward
8273,8273,Normal,3,17,Normal,42,200,Forward
8274,8274,Normal,3,15,Normal,6,200,Reverse
8275,8275,Fuzzy,3,14,Normal,28,1000,Reverse
8276,8276,Normal,3,19,Normal,26,200,Forward
8277,8277,Slinky,3,15,Normal,41,50,Reverse
8278,8278,Normal,3,19,Normal,30,200,Reverse
8279,8279,Normal,3,15,Normal,29,200,Forward
8280,8280,Normal,3,19,Normal,48,200,Reverse
8281,8281,Normal,3,17,Normal,39,200,Reverse
8282,8282,Slinky,3,12,Normal,5,50,Forward
8283,8283,Normal,3,12,Normal,27,200,Forward
8284,8284,Normal,3,19,Normal,41,200,Forward
8285,8285,Bold,3,12,Normal,11,200,Forward
8286,8286,Normal,3,19,Normal,23,200,Forward
8287,8287,Normal,3,14,Normal,46,200,Forward
8288,8288,Fuzzy,3,15,Normal,14,1000,Reverse
8289,8289,Fuzzy,3,19,Normal,18,1000,Forward
8290,8290,Normal,3,19,Normal,33,200,Reverse
8291,8291,Slinky,3,14,Normal,18,50,Forward
8292,8292,Normal,3,19,Normal,22,200,Reverse
8293,8293,Bold,3,15,Normal,9,200,Forward
8294,8294,Slinky,3,13,Normal,15,50,Forward
8295,8295,Normal,3,16,Normal,46,200,Forward
8296,8296,Ribbed,3,14,Normal,41,200,Forward
8297,8297,Fuzzy,3,16,Normal,8,1000,Forward
8298,8298,Normal,3,12,Normal,29,200,Reverse
8299,8299,Normal,3,18,Normal,38,200,Forward
8300,8300,Slinky,3,16,Normal,5,50,Forward
8301,8301,Normal,3,13,Normal,29,200,Forward
8302,8302,Normal,3,18,Normal,13,200,Reverse
8303,8303,Normal,3,16,Normal,19,200,Forward
8304,8304,Normal,3,16,Normal,43,200,Reverse
8305,8305,Fuzzy,3,14,Normal,18,1000,Forward
8306,8306,Fuzzy,3,17,Normal,23,1000,Reverse
8307,8307,Ribbed,3,16,Normal,6,200,Reverse
8308,8308,Normal,3,15,Normal,45,200,Reverse
8309,8309,Normal,3,12,Normal,24,200,Reverse
8310,8310,Fuzzy,3,16,Normal,11,1000,Reverse
8311,8311,Normal,3,12,Normal,22,200,Forward
8312,8312,Normal,3,17,Normal,24,200,Reverse
8313,8313,Normal,3,19,Normal,22,200,Reverse
8314,8314,Normal,3,15,Normal,9,200,Forward
8315,8315,Normal,3,18,Normal,13,200,Reverse
8316,8316,Slinky,3,15,Normal,21,50,Forward
8317,8317,Normal,3,18,Normal,5,200,Reverse
8318,8318,Normal,3,13,Normal,23,200,Forward
8319,8319,Fuzzy,4,12,Normal,15,1000,Forward
8320,8320,Normal,3,14,Normal,27,200,Reverse
8321,8321,Normal,3,18,Normal,46,200,Reverse
8322,8322,Normal,3,15,Normal,11,200,Reverse
8323,8323,Ribbed,3,15,Normal,41,200,Reverse
8324,8324,Slinky,3,16,Normal,9,50,Reverse
8325,8325,Normal,3,13,Normal,32,200,Forward
8326,8326,Normal,3,12,Normal,38,200,Forward
8327,8327,Normal,3,13,Normal,31,200,Reverse
8328,8328,Slinky,3,14,Normal,28,50,Forward
8329,8329,Normal,3,19,Normal,30,200,Reverse
8330,8330,Normal,3,13,Normal,40,200,Reverse
8331,8331,Normal,3,16,Normal,31,200,Reverse
8332,8332,Normal,3,12,Normal,49,200,Reverse
8333,8333,Bold,3,14,Normal,27,200,Reverse
8334,8334,Normal,3,15,Normal,43,200,Forward
8335,8335,Normal,3,16,Normal,22,200,Forward
8336,8336,Normal,3,13,Normal,6,200,Forward
8337,8337,Normal,3,19,Normal,45,200,Reverse
8338,8338,Normal,3,17,Normal,15,200,Forward
8339,8339,Fuzzy,3,15,Normal,9,1000,Reverse
8340,8340,Normal,3,14,Normal,33,200,Forward
8341,8341,Normal,3,15,Normal,23,200,Forward
8342,8342,Normal,3,13,Normal,32,200,Reverse
8343,8343,Normal,3,14,Normal,24,200,Reverse
8344,8344,Normal,3,16,Normal,11,200,Reverse
8345,8345,Normal,3,18,Normal,11,200,Reverse
8346,8346,Normal,3,17,Normal,30,200,Forward
8347,8347,Normal,3,14,Normal,42,200,Forward
8348,8348,Slinky,3,18,Normal,26,50,Reverse
8349,8349,Normal,3,15,Normal,35,200,Forward
8350,8350,Slinky,3,12,Normal,45,50,Reverse
8351,8351,Slinky,3,14,Normal,38,50,Reverse
8352,8352,Bold,3,14,Normal,44,200,Forward
8353,8353,Slinky,3,16,HyperRainbow,0.5,50,Reverse
8354,8354,Normal,3,16,Normal,32,200,Reverse
8355,8355,Bold,3,15,Normal,28,200,Forward
8356,8356,Normal,3,15,Normal,47,200,Reverse
8357,8357,Normal,3,15,Normal,8,200,Forward
8358,8358,Slinky,3,19,Normal,26,50,Forward
8359,8359,Normal,3,17,Normal,30,200,Reverse
8360,8360,Normal,3,18,Normal,26,200,Forward
8361,8361,Ribbed,3,13,Normal,48,200,Reverse
8362,8362,Normal,3,17,Normal,18,200,Reverse
8363,8363,Fuzzy,3,15,Normal,40,1000,Reverse
8364,8364,Normal,3,15,Normal,24,200,Reverse
8365,8365,Normal,3,16,Normal,15,200,Reverse
8366,8366,Normal,3,12,Normal,19,200,Forward
8367,8367,Normal,3,17,Normal,34,200,Forward
8368,8368,Normal,3,15,Normal,26,200,Forward
8369,8369,Fuzzy,3,19,Normal,10,1000,Forward
8370,8370,Fuzzy,3,18,Normal,36,1000,Forward
8371,8371,Slinky,3,18,Normal,33,50,Reverse
8372,8372,Slinky,3,13,Normal,32,50,Forward
8373,8373,Ribbed,3,18,Normal,36,200,Forward
8374,8374,Normal,3,18,Normal,23,200,Forward
8375,8375,Slinky,3,14,Normal,33,50,Reverse
8376,8376,Normal,3,12,Normal,6,200,Reverse
8377,8377,Normal,3,14,Normal,41,200,Forward
8378,8378,Normal,3,18,Normal,28,200,Reverse
8379,8379,Ribbed,3,12,Normal,19,200,Reverse
8380,8380,Bold,3,17,Normal,37,200,Reverse
8381,8381,Normal,3,15,Normal,6,200,Reverse
8382,8382,Pipe,3,15,Normal,11,50,Reverse
8383,8383,Normal,3,18,Normal,9,200,Reverse
8384,8384,Normal,3,17,Normal,33,200,Reverse
8385,8385,Normal,3,15,Normal,17,200,Reverse
8386,8386,Normal,3,13,Normal,47,200,Forward
8387,8387,Slinky,3,14,Normal,37,50,Reverse
8388,8388,Normal,3,19,Normal,32,200,Reverse
8389,8389,Fuzzy,3,17,Normal,26,1000,Forward
8390,8390,Normal,3,17,Normal,21,200,Reverse
8391,8391,Fuzzy,3,16,Normal,44,1000,Reverse
8392,8392,Normal,3,16,Normal,48,200,Reverse
8393,8393,Normal,3,12,Normal,35,200,Forward
8394,8394,Bold,3,12,Normal,25,200,Forward
8395,8395,Ribbed,3,15,Normal,11,200,Forward
8396,8396,Normal,3,19,Normal,6,200,Reverse
8397,8397,Normal,3,12,Normal,38,200,Reverse
8398,8398,Fuzzy,3,12,Normal,22,1000,Forward
8399,8399,Bold,3,16,Normal,26,200,Forward
8400,8400,Normal,3,15,Normal,7,200,Forward
8401,8401,Normal,3,18,Normal,31,200,Reverse
8402,8402,Normal,3,18,Normal,20,200,Reverse
8403,8403,Normal,3,19,Normal,41,200,Forward
8404,8404,Normal,3,13,Normal,49,200,Forward
8405,8405,Pipe,3,14,Normal,7,50,Reverse
8406,8406,Slinky,3,13,Normal,10,50,Reverse
8407,8407,Fuzzy,3,18,Normal,43,1000,Forward
8408,8408,Normal,3,16,Normal,40,200,Reverse
8409,8409,Normal,3,15,Normal,12,200,Reverse
8410,8410,Fuzzy,3,13,Normal,14,1000,Forward
8411,8411,Normal,3,12,Normal,8,200,Forward
8412,8412,Bold,3,17,Normal,8,200,Forward
8413,8413,Pipe,4,13,Normal,34,50,Reverse
8414,8414,Normal,3,17,Normal,14,200,Forward
8415,8415,Normal,3,18,Normal,32,200,Forward
8416,8416,Normal,3,15,Normal,20,200,Reverse
8417,8417,Bold,3,13,Normal,45,200,Forward
8418,8418,Normal,3,17,Normal,18,200,Reverse
8419,8419,Normal,3,16,Normal,16,200,Reverse
8420,8420,Normal,3,16,Normal,41,200,Forward
8421,8421,Ribbed,3,15,Normal,26,200,Reverse
8422,8422,Normal,3,13,Normal,12,200,Forward
8423,8423,Normal,3,17,Normal,47,200,Reverse
8424,8424,Normal,3,15,Normal,28,200,Forward
8425,8425,Normal,3,17,Normal,17,200,Forward
8426,8426,Normal,3,14,Normal,10,200,Forward
8427,8427,Normal,3,17,Normal,17,200,Forward
8428,8428,Normal,3,18,Normal,42,200,Reverse
8429,8429,Normal,3,15,Normal,34,200,Forward
8430,8430,Normal,3,16,Normal,45,200,Forward
8431,8431,Normal,3,17,Normal,12,200,Reverse
8432,8432,Fuzzy,3,17,HyperRainbow,0.5,1000,Reverse
8433,8433,Ribbed,3,13,Normal,13,200,Reverse
8434,8434,Normal,3,18,Normal,15,200,Reverse
8435,8435,Normal,3,13,Normal,18,200,Forward
8436,8436,Ribbed,3,15,Normal,15,200,Reverse
8437,8437,Normal,3,18,Normal,6,200,Forward
8438,8438,Fuzzy,3,12,Normal,33,1000,Forward
8439,8439,Fuzzy,3,19,Normal,9,1000,Reverse
8440,8440,Normal,3,19,Normal,50,200,Forward
8441,8441,Normal,3,16,Normal,10,200,Reverse
8442,8442,Normal,3,12,Normal,49,200,Reverse
8443,8443,Normal,3,13,Normal,31,200,Reverse
8444,8444,Normal,3,19,Normal,31,200,Reverse
8445,8445,Fuzzy,3,12,Normal,37,1000,Reverse
8446,8446,Normal,3,16,Normal,48,200,Reverse
8447,8447,Slinky,3,19,Normal,19,50,Reverse
8448,8448,Fuzzy,3,19,Normal,45,1000,Forward
8449,8449,Normal,3,19,Normal,42,200,Forward
8450,8450,Normal,3,14,Normal,33,200,Reverse
8451,8451,Normal,3,19,Normal,10,200,Forward
8452,8452,Normal,3,14,HyperRainbow,0.5,200,Forward
8453,8453,Normal,3,14,Normal,29,200,Reverse
8454,8454,Normal,3,18,Normal,42,200,Reverse
8455,8455,Normal,3,16,Normal,27,200,Reverse
8456,8456,Normal,3,17,Normal,7,200,Reverse
8457,8457,Slinky,3,15,Normal,37,50,Forward
8458,8458,Normal,3,15,Normal,30,200,Reverse
8459,8459,Normal,3,17,Normal,47,200,Forward
8460,8460,Fuzzy,3,17,Normal,27,1000,Reverse
8461,8461,Slinky,3,16,Normal,47,50,Forward
8462,8462,Normal,3,14,Normal,18,200,Reverse
8463,8463,Normal,3,18,Normal,41,200,Forward
8464,8464,Ribbed,3,19,Normal,38,200,Forward
8465,8465,Ribbed,3,14,Normal,8,200,Reverse
8466,8466,Normal,3,19,Normal,27,200,Forward
8467,8467,Ribbed,3,13,Normal,24,200,Forward
8468,8468,Normal,3,18,HyperRainbow,0.5,200,Forward
8469,8469,Fuzzy,3,12,Normal,33,1000,Forward
8470,8470,Normal,3,13,Normal,8,200,Forward
8471,8471,Bold,3,17,Normal,19,200,Reverse
8472,8472,Normal,3,14,Normal,35,200,Forward
8473,8473,Fuzzy,3,12,Normal,6,1000,Reverse
8474,8474,Ribbed,3,17,Normal,23,200,Reverse
8475,8475,Normal,3,13,Normal,9,200,Reverse
8476,8476,Fuzzy,3,16,Normal,20,1000,Reverse
8477,8477,Normal,3,14,Normal,15,200,Forward
8478,8478,Normal,3,19,Normal,24,200,Reverse
8479,8479,Normal,3,17,Normal,48,200,Reverse
8480,8480,Normal,3,14,Normal,30,200,Forward
8481,8481,Normal,3,13,Normal,50,200,Forward
8482,8482,Normal,3,14,Normal,10,200,Reverse
8483,8483,Normal,3,13,Normal,28,200,Reverse
8484,8484,Normal,3,16,Normal,19,200,Reverse
8485,8485,Normal,3,18,HyperRainbow,0.5,200,Forward
8486,8486,Slinky,3,18,Normal,28,50,Reverse
8487,8487,Normal,3,13,Normal,26,200,Reverse
8488,8488,Normal,3,12,Normal,17,200,Forward
8489,8489,Ribbed,3,15,Normal,45,200,Reverse
8490,8490,Slinky,3,12,Normal,17,50,Reverse
8491,8491,Ribbed,3,13,Normal,14,200,Forward
8492,8492,Fuzzy,3,12,Normal,19,1000,Forward
8493,8493,Normal,3,12,Normal,9,200,Forward
8494,8494,Normal,3,13,Normal,49,200,Forward
8495,8495,Slinky,3,17,Normal,18,50,Reverse
8496,8496,Normal,3,19,Normal,41,200,Forward
8497,8497,Pipe,3,15,Normal,42,50,Reverse
8498,8498,Ribbed,3,12,HyperRainbow,0.5,200,Forward
8499,8499,Ribbed,3,12,Normal,41,200,Forward
8500,8500,Normal,3,14,Normal,18,200,Forward
8501,8501,Normal,3,16,Normal,38,200,Forward
8502,8502,Pipe,3,18,Normal,38,50,Reverse
8503,8503,Normal,3,18,Normal,30,200,Forward
8504,8504,Fuzzy,3,19,Normal,6,1000,Forward
8505,8505,Normal,3,15,Normal,30,200,Forward
8506,8506,Normal,3,14,Normal,22,200,Forward
8507,8507,Normal,3,16,Normal,46,200,Reverse
8508,8508,Normal,3,17,Normal,13,200,Forward
8509,8509,Normal,3,16,Normal,50,200,Forward
8510,8510,Ribbed,3,16,Normal,37,200,Forward
8511,8511,Slinky,3,13,Normal,30,50,Forward
8512,8512,Ribbed,3,15,Normal,35,200,Reverse
8513,8513,Normal,3,16,Normal,39,200,Forward
8514,8514,Slinky,3,15,Normal,43,50,Reverse
8515,8515,Normal,3,13,Normal,27,200,Forward
8516,8516,Normal,3,12,Normal,21,200,Forward
8517,8517,Fuzzy,3,16,Normal,42,1000,Reverse
8518,8518,Normal,3,14,Normal,30,200,Reverse
8519,8519,Normal,3,17,Normal,44,200,Forward
8520,8520,Normal,3,13,Normal,13,200,Forward
8521,8521,Fuzzy,3,13,Normal,18,1000,Forward
8522,8522,Normal,3,19,Normal,43,200,Forward
8523,8523,Normal,3,18,Normal,44,200,Reverse
8524,8524,Normal,3,15,Normal,7,200,Forward
8525,8525,Normal,3,12,Normal,9,200,Forward
8526,8526,Fuzzy,3,14,Normal,22,1000,Reverse
8527,8527,Normal,3,15,Normal,5,200,Forward
8528,8528,Normal,3,18,Normal,46,200,Forward
8529,8529,Ribbed,3,17,Normal,7,200,Forward
8530,8530,Normal,3,12,Normal,10,200,Reverse
8531,8531,Normal,3,18,Normal,37,200,Forward
8532,8532,Ribbed,3,18,Normal,31,200,Forward
8533,8533,Slinky,3,18,Normal,44,50,Reverse
8534,8534,Pipe,3,17,Normal,42,50,Forward
8535,8535,Normal,3,12,Normal,21,200,Forward
8536,8536,Normal,3,14,Normal,13,200,Forward
8537,8537,Normal,3,14,Normal,32,200,Forward
8538,8538,Slinky,3,16,Normal,32,50,Forward
8539,8539,Normal,3,13,Normal,47,200,Forward
8540,8540,Normal,3,18,Normal,19,200,Reverse
8541,8541,Pipe,3,17,Normal,5,50,Forward
8542,8542,Fuzzy,3,16,Normal,19,1000,Reverse
8543,8543,Normal,3,19,Normal,8,200,Reverse
8544,8544,Fuzzy,3,18,Normal,25,1000,Forward
8545,8545,Normal,3,18,Normal,41,200,Forward
8546,8546,Normal,3,12,Normal,26,200,Reverse
8547,8547,Normal,3,18,Normal,41,200,Forward
8548,8548,Normal,4,16,Normal,12,200,Forward
8549,8549,Fuzzy,3,16,Normal,23,1000,Reverse
8550,8550,Fuzzy,3,14,Normal,15,1000,Forward
8551,8551,Normal,3,18,Normal,12,200,Forward
8552,8552,Ribbed,3,17,Normal,14,200,Forward
8553,8553,Normal,3,14,Normal,13,200,Forward
8554,8554,Normal,3,15,Normal,28,200,Forward
8555,8555,Normal,3,14,Normal,19,200,Reverse
8556,8556,Normal,3,16,Normal,30,200,Forward
8557,8557,Normal,3,19,Normal,22,200,Forward
8558,8558,Normal,3,13,Normal,26,200,Forward
8559,8559,Normal,3,17,Normal,30,200,Reverse
8560,8560,Normal,3,18,Normal,10,200,Forward
8561,8561,Normal,3,16,Normal,17,200,Forward
8562,8562,Normal,3,18,Normal,33,200,Forward
8563,8563,Ribbed,3,14,Normal,21,200,Reverse
8564,8564,Slinky,3,18,Normal,32,50,Reverse
